format_raw,Format,Metric,Year,count,Revenue [m$],Units [m]
Ringtones & Ringbacks,Ringtones,Value,1991,1,,0
Ringtones & Ringbacks,Ringtones,Value,1992,1,,0
Ringtones & Ringbacks,Ringtones,Value,1993,1,,0
Ringtones & Ringbacks,Ringtones,Value,1994,1,,0
Ringtones & Ringbacks,Ringtones,Value,1995,1,,0
Ringtones & Ringbacks,Ringtones,Value,1996,1,,0
Ringtones & Ringbacks,Ringtones,Value,1997,1,,0
Ringtones & Ringbacks,Ringtones,Value,1998,1,,0
Ringtones & Ringbacks,Ringtones,Value,1999,1,,0
Ringtones & Ringbacks,Ringtones,Value,2000,1,,0
Ringtones & Ringbacks,Ringtones,Value,2001,1,,0
Ringtones & Ringbacks,Ringtones,Value,2002,1,,0
Ringtones & Ringbacks,Ringtones,Value,2003,1,,0
Ringtones & Ringbacks,Ringtones,Value,2004,1,,0
Ringtones & Ringbacks,Ringtones,Value,2005,1,421.6,0
Ringtones & Ringbacks,Ringtones,Value,2006,1,773.8,0
Ringtones & Ringbacks,Ringtones,Value,2007,1,1055.8,0
Ringtones & Ringbacks,Ringtones,Value,2008,1,977.1,0
Ringtones & Ringbacks,Ringtones,Value,2009,1,702.8,0
Ringtones & Ringbacks,Ringtones,Value,2010,1,448,0
Ringtones & Ringbacks,Ringtones,Value,2011,1,276.2,0
Ringtones & Ringbacks,Ringtones,Value,2012,1,145.9929351,0
Ringtones & Ringbacks,Ringtones,Value,2013,1,97.99961233,0
Ringtones & Ringbacks,Ringtones,Value,2014,1,66.31137067,0
Ringtones & Ringbacks,Ringtones,Value,2015,1,54.58202422,0
Ringtones & Ringbacks,Ringtones,Value,2016,1,56.32529913,0
Ringtones & Ringbacks,Ringtones,Value,2017,1,35.51373565,0
Ringtones & Ringbacks,Ringtones,Value,2018,1,24.9578598,0
Ringtones & Ringbacks,Ringtones,Value,2019,1,21.4267369,0
SACD,CD,Value,1973,1,,0
SACD,CD,Value,1974,1,,0
SACD,CD,Value,1975,1,,0
SACD,CD,Value,1976,1,,0
SACD,CD,Value,1977,1,,0
SACD,CD,Value,1978,1,,0
SACD,CD,Value,1979,1,,0
SACD,CD,Value,1980,1,,0
SACD,CD,Value,1981,1,,0
SACD,CD,Value,1982,1,,0
SACD,CD,Value,1983,1,,0
SACD,CD,Value,1984,1,,0
SACD,CD,Value,1985,1,,0
SACD,CD,Value,1986,1,,0
SACD,CD,Value,1987,1,,0
SACD,CD,Value,1988,1,,0
SACD,CD,Value,1989,1,,0
SACD,CD,Value,1990,1,,0
SACD,CD,Value,1991,1,,0
SACD,CD,Value,1992,1,,0
SACD,CD,Value,1993,1,,0
SACD,CD,Value,1994,1,,0
SACD,CD,Value,1995,1,,0
SACD,CD,Value,1996,1,,0
SACD,CD,Value,1997,1,,0
SACD,CD,Value,1998,1,,0
SACD,CD,Value,1999,1,,0
SACD,CD,Value,2000,1,,0
SACD,CD,Value,2001,1,,0
SACD,CD,Value,2002,1,,0
SACD,CD,Value,2003,1,26.3,0
SACD,CD,Value,2004,1,16.6,0
SACD,CD,Value,2005,1,10,0
SACD,CD,Value,2006,1,5.5,0
SACD,CD,Value,2007,1,3.6,0
SACD,CD,Value,2008,1,3.1,0
SACD,CD,Value,2009,1,2.4,0
SACD,CD,Value,2010,1,1.7,0
SACD,CD,Value,2011,1,1.5,0
SACD,CD,Value,2012,1,1.3425,0
SACD,CD,Value,2013,1,0.9783826,0
SACD,CD,Value,2014,1,0.76344539,0
SACD,CD,Value,2015,1,1.04346656,0
SACD,CD,Value,2016,1,1.20686148,0
SACD,CD,Value,2017,1,0.85057856,0
SACD,CD,Value,2018,1,0.85969971,0
SACD,CD,Value,2019,1,0.433302292,0
SoundExchange Distributions,Other Streaming,Value,1973,1,,0
SoundExchange Distributions,Other Streaming,Value,1974,1,,0
SoundExchange Distributions,Other Streaming,Value,1975,1,,0
SoundExchange Distributions,Other Streaming,Value,1976,1,,0
SoundExchange Distributions,Other Streaming,Value,1977,1,,0
SoundExchange Distributions,Other Streaming,Value,1978,1,,0
SoundExchange Distributions,Other Streaming,Value,1979,1,,0
SoundExchange Distributions,Other Streaming,Value,1980,1,,0
SoundExchange Distributions,Other Streaming,Value,1981,1,,0
SoundExchange Distributions,Other Streaming,Value,1982,1,,0
SoundExchange Distributions,Other Streaming,Value,1983,1,,0
SoundExchange Distributions,Other Streaming,Value,1984,1,,0
SoundExchange Distributions,Other Streaming,Value,1985,1,,0
SoundExchange Distributions,Other Streaming,Value,1986,1,,0
SoundExchange Distributions,Other Streaming,Value,1987,1,,0
SoundExchange Distributions,Other Streaming,Value,1988,1,,0
SoundExchange Distributions,Other Streaming,Value,1989,1,,0
SoundExchange Distributions,Other Streaming,Value,1990,1,,0
SoundExchange Distributions,Other Streaming,Value,1991,1,,0
SoundExchange Distributions,Other Streaming,Value,1992,1,,0
SoundExchange Distributions,Other Streaming,Value,1993,1,,0
SoundExchange Distributions,Other Streaming,Value,1994,1,,0
SoundExchange Distributions,Other Streaming,Value,1995,1,,0
SoundExchange Distributions,Other Streaming,Value,1996,1,,0
SoundExchange Distributions,Other Streaming,Value,1997,1,,0
SoundExchange Distributions,Other Streaming,Value,1998,1,,0
SoundExchange Distributions,Other Streaming,Value,1999,1,,0
SoundExchange Distributions,Other Streaming,Value,2000,1,,0
SoundExchange Distributions,Other Streaming,Value,2001,1,,0
SoundExchange Distributions,Other Streaming,Value,2002,1,,0
SoundExchange Distributions,Other Streaming,Value,2003,1,,0
SoundExchange Distributions,Other Streaming,Value,2004,1,6.9,0
SoundExchange Distributions,Other Streaming,Value,2005,1,20.4,0
SoundExchange Distributions,Other Streaming,Value,2006,1,32.8,0
SoundExchange Distributions,Other Streaming,Value,2007,1,36.2,0
SoundExchange Distributions,Other Streaming,Value,2008,1,100,0
SoundExchange Distributions,Other Streaming,Value,2009,1,155.5,0
SoundExchange Distributions,Other Streaming,Value,2010,1,249.2,0
SoundExchange Distributions,Other Streaming,Value,2011,1,292,0
SoundExchange Distributions,Other Streaming,Value,2012,1,462,0
SoundExchange Distributions,Other Streaming,Value,2013,1,590.4,0
SoundExchange Distributions,Other Streaming,Value,2014,1,773.4,0
SoundExchange Distributions,Other Streaming,Value,2015,1,802.6,0
SoundExchange Distributions,Other Streaming,Value,2016,1,883.9,0
SoundExchange Distributions,Other Streaming,Value,2017,1,652,0
SoundExchange Distributions,Other Streaming,Value,2018,1,952.8,0
SoundExchange Distributions,Other Streaming,Value,2019,1,908.2,0
Synchronization,Synchronization,Value,1973,1,,0
Synchronization,Synchronization,Value,1974,1,,0
Synchronization,Synchronization,Value,1975,1,,0
Synchronization,Synchronization,Value,1976,1,,0
Synchronization,Synchronization,Value,1977,1,,0
Synchronization,Synchronization,Value,1978,1,,0
Synchronization,Synchronization,Value,1979,1,,0
Synchronization,Synchronization,Value,1980,1,,0
Synchronization,Synchronization,Value,1981,1,,0
Synchronization,Synchronization,Value,1982,1,,0
Synchronization,Synchronization,Value,1983,1,,0
Synchronization,Synchronization,Value,1984,1,,0
Synchronization,Synchronization,Value,1985,1,,0
Synchronization,Synchronization,Value,1986,1,,0
Synchronization,Synchronization,Value,1987,1,,0
Synchronization,Synchronization,Value,1988,1,,0
Synchronization,Synchronization,Value,1989,1,,0
Synchronization,Synchronization,Value,1990,1,,0
Synchronization,Synchronization,Value,1991,1,,0
Synchronization,Synchronization,Value,1992,1,,0
Synchronization,Synchronization,Value,1993,1,,0
Synchronization,Synchronization,Value,1994,1,,0
Synchronization,Synchronization,Value,1995,1,,0
Synchronization,Synchronization,Value,1996,1,,0
Synchronization,Synchronization,Value,1997,1,,0
Synchronization,Synchronization,Value,1998,1,,0
Synchronization,Synchronization,Value,1999,1,,0
Synchronization,Synchronization,Value,2000,1,,0
Synchronization,Synchronization,Value,2001,1,,0
Synchronization,Synchronization,Value,2002,1,,0
Synchronization,Synchronization,Value,2003,1,,0
Synchronization,Synchronization,Value,2004,1,,0
Synchronization,Synchronization,Value,2005,1,,0
Synchronization,Synchronization,Value,2006,1,,0
Synchronization,Synchronization,Value,2007,1,,0
Synchronization,Synchronization,Value,2008,1,,0
Synchronization,Synchronization,Value,2009,1,201.2,0
Synchronization,Synchronization,Value,2010,1,188.7,0
Synchronization,Synchronization,Value,2011,1,196.5,0
Synchronization,Synchronization,Value,2012,1,190.597753,0
Synchronization,Synchronization,Value,2013,1,189.679434,0
Synchronization,Synchronization,Value,2014,1,189.713099,0
Synchronization,Synchronization,Value,2015,1,202.934888,0
Synchronization,Synchronization,Value,2016,1,214.8389765,0
Synchronization,Synchronization,Value,2017,1,232.0865229,0
Synchronization,Synchronization,Value,2018,1,285.5134913,0
Synchronization,Synchronization,Value,2019,1,276.2623602,0
Vinyl Single,Vinyl,Value,1973,1,190,0
Vinyl Single,Vinyl,Value,1974,1,194,0
Vinyl Single,Vinyl,Value,1975,1,211.5,0
Vinyl Single,Vinyl,Value,1976,1,245.1,0
Vinyl Single,Vinyl,Value,1977,1,245.1,0
Vinyl Single,Vinyl,Value,1978,1,260.3,0
Vinyl Single,Vinyl,Value,1979,1,353.6,0
Vinyl Single,Vinyl,Value,1980,1,250,0
Vinyl Single,Vinyl,Value,1981,1,256.4,0
Vinyl Single,Vinyl,Value,1982,1,283,0
Vinyl Single,Vinyl,Value,1983,1,269.3,0
Vinyl Single,Vinyl,Value,1984,1,298.7,0
Vinyl Single,Vinyl,Value,1985,1,281,0
Vinyl Single,Vinyl,Value,1986,1,228.1,0
Vinyl Single,Vinyl,Value,1987,1,203.3,0
Vinyl Single,Vinyl,Value,1988,1,180.4,0
Vinyl Single,Vinyl,Value,1989,1,116.4,0
Vinyl Single,Vinyl,Value,1990,1,94.4,0
Vinyl Single,Vinyl,Value,1991,1,63.9,0
Vinyl Single,Vinyl,Value,1992,1,66.4,0
Vinyl Single,Vinyl,Value,1993,1,51.2,0
Vinyl Single,Vinyl,Value,1994,1,47.2,0
Vinyl Single,Vinyl,Value,1995,1,46.7,0
Vinyl Single,Vinyl,Value,1996,1,47.5,0
Vinyl Single,Vinyl,Value,1997,1,35.6,0
Vinyl Single,Vinyl,Value,1998,1,25.7,0
Vinyl Single,Vinyl,Value,1999,1,27.9,0
Vinyl Single,Vinyl,Value,2000,1,26.3,0
Vinyl Single,Vinyl,Value,2001,1,31.4,0
Vinyl Single,Vinyl,Value,2002,1,24.9,0
Vinyl Single,Vinyl,Value,2003,1,21.5,0
Vinyl Single,Vinyl,Value,2004,1,19.9,0
Vinyl Single,Vinyl,Value,2005,1,13.2,0
Vinyl Single,Vinyl,Value,2006,1,9.9,0
Vinyl Single,Vinyl,Value,2007,1,4,0
Vinyl Single,Vinyl,Value,2008,1,2.9,0
Vinyl Single,Vinyl,Value,2009,1,2.5,0
Vinyl Single,Vinyl,Value,2010,1,2.3,0
Vinyl Single,Vinyl,Value,2011,1,4.6,0
Vinyl Single,Vinyl,Value,2012,1,4.743055893,0
Vinyl Single,Vinyl,Value,2013,1,2.978937179,0
Vinyl Single,Vinyl,Value,2014,1,5.49935429,0
Vinyl Single,Vinyl,Value,2015,1,5.752954082,0
Vinyl Single,Vinyl,Value,2016,1,4.880679689,0
Vinyl Single,Vinyl,Value,2017,1,6.07838535,0
Vinyl Single,Vinyl,Value,2018,1,5.290337079,0
Vinyl Single,Vinyl,Value,2019,1,6.795945687,0
8 - Track,Tapes,Value (Adjusted),1973,1,2815.681824,0
8 - Track,Tapes,Value (Adjusted),1974,1,2848.008609,0
8 - Track,Tapes,Value (Adjusted),1975,1,2770.409498,0
8 - Track,Tapes,Value (Adjusted),1976,1,3047.215772,0
8 - Track,Tapes,Value (Adjusted),1977,1,3421.416287,0
8 - Track,Tapes,Value (Adjusted),1978,1,3717.221411,0
8 - Track,Tapes,Value (Adjusted),1979,1,2409.72569,0
8 - Track,Tapes,Value (Adjusted),1980,1,1635.087852,0
8 - Track,Tapes,Value (Adjusted),1981,1,880.3150825,0
8 - Track,Tapes,Value (Adjusted),1982,1,95.37463212,0
8 - Track,Tapes,Value (Adjusted),1983,1,,0
8 - Track,Tapes,Value (Adjusted),1984,1,,0
8 - Track,Tapes,Value (Adjusted),1985,1,,0
8 - Track,Tapes,Value (Adjusted),1986,1,,0
8 - Track,Tapes,Value (Adjusted),1987,1,,0
8 - Track,Tapes,Value (Adjusted),1988,1,,0
8 - Track,Tapes,Value (Adjusted),1989,1,,0
8 - Track,Tapes,Value (Adjusted),1990,1,,0
8 - Track,Tapes,Value (Adjusted),1991,1,,0
8 - Track,Tapes,Value (Adjusted),1992,1,,0
8 - Track,Tapes,Value (Adjusted),1993,1,,0
8 - Track,Tapes,Value (Adjusted),1994,1,,0
8 - Track,Tapes,Value (Adjusted),1995,1,,0
8 - Track,Tapes,Value (Adjusted),1996,1,,0
8 - Track,Tapes,Value (Adjusted),1997,1,,0
8 - Track,Tapes,Value (Adjusted),1998,1,,0
8 - Track,Tapes,Value (Adjusted),1999,1,,0
8 - Track,Tapes,Value (Adjusted),2000,1,,0
8 - Track,Tapes,Value (Adjusted),2001,1,,0
8 - Track,Tapes,Value (Adjusted),2002,1,,0
8 - Track,Tapes,Value (Adjusted),2003,1,,0
8 - Track,Tapes,Value (Adjusted),2004,1,,0
8 - Track,Tapes,Value (Adjusted),2005,1,,0
8 - Track,Tapes,Value (Adjusted),2006,1,,0
8 - Track,Tapes,Value (Adjusted),2007,1,,0
8 - Track,Tapes,Value (Adjusted),2008,1,,0
8 - Track,Tapes,Value (Adjusted),2009,1,,0
8 - Track,Tapes,Value (Adjusted),2010,1,,0
8 - Track,Tapes,Value (Adjusted),2011,1,,0
8 - Track,Tapes,Value (Adjusted),2012,1,,0
8 - Track,Tapes,Value (Adjusted),2013,1,,0
8 - Track,Tapes,Value (Adjusted),2014,1,,0
8 - Track,Tapes,Value (Adjusted),2015,1,,0
8 - Track,Tapes,Value (Adjusted),2016,1,,0
8 - Track,Tapes,Value (Adjusted),2017,1,,0
8 - Track,Tapes,Value (Adjusted),2018,1,,0
8 - Track,Tapes,Value (Adjusted),2019,1,,0
CD,CD,Value (Adjusted),1973,1,,0
CD,CD,Value (Adjusted),1974,1,,0
CD,CD,Value (Adjusted),1975,1,,0
CD,CD,Value (Adjusted),1976,1,,0
CD,CD,Value (Adjusted),1977,1,,0
CD,CD,Value (Adjusted),1978,1,,0
CD,CD,Value (Adjusted),1979,1,,0
CD,CD,Value (Adjusted),1980,1,,0
CD,CD,Value (Adjusted),1981,1,,0
CD,CD,Value (Adjusted),1982,1,,0
CD,CD,Value (Adjusted),1983,1,44.14960241,0
CD,CD,Value (Adjusted),1984,1,254.1806362,0
CD,CD,Value (Adjusted),1985,1,925.4498281,0
CD,CD,Value (Adjusted),1986,1,2169.585545,0
CD,CD,Value (Adjusted),1987,1,3586.399606,0
CD,CD,Value (Adjusted),1988,1,4516.462927,0
CD,CD,Value (Adjusted),1989,1,5335.190475,0
CD,CD,Value (Adjusted),1990,1,6751.535587,0
CD,CD,Value (Adjusted),1991,1,8142.168641,0
CD,CD,Value (Adjusted),1992,1,9706.037138,0
CD,CD,Value (Adjusted),1993,1,11520.31135,0
CD,CD,Value (Adjusted),1994,1,14601.94788,0
CD,CD,Value (Adjusted),1995,1,15730.95769,0
CD,CD,Value (Adjusted),1996,1,16187.86232,0
CD,CD,Value (Adjusted),1997,1,15793.54966,0
CD,CD,Value (Adjusted),1998,1,17905.40069,0
CD,CD,Value (Adjusted),1999,1,19667.32779,0
CD,CD,Value (Adjusted),2000,1,19618.92814,0
CD,CD,Value (Adjusted),2001,1,18635.67745,0
CD,CD,Value (Adjusted),2002,1,17115.94482,0
CD,CD,Value (Adjusted),2003,1,15607.44302,0
CD,CD,Value (Adjusted),2004,1,15491.67735,0
CD,CD,Value (Adjusted),2005,1,13771.44276,0
CD,CD,Value (Adjusted),2006,1,11885.76785,0
CD,CD,Value (Adjusted),2007,1,9190.702658,0
CD,CD,Value (Adjusted),2008,1,6496.779627,0
CD,CD,Value (Adjusted),2009,1,5146.57822,0
CD,CD,Value (Adjusted),2010,1,3973.859173,0
CD,CD,Value (Adjusted),2011,1,3524.136143,0
CD,CD,Value (Adjusted),2012,1,2767.776149,0
CD,CD,Value (Adjusted),2013,1,2349.534897,0
CD,CD,Value (Adjusted),2014,1,1918.215115,0
CD,CD,Value (Adjusted),2015,1,1558.633452,0
CD,CD,Value (Adjusted),2016,1,1204.497778,0
CD,CD,Value (Adjusted),2017,1,1102.774352,0
CD,CD,Value (Adjusted),2018,1,711.0412395,0
CD,CD,Value (Adjusted),2019,1,614.5097799,0
CD Single,CD,Value (Adjusted),1973,1,,0
CD Single,CD,Value (Adjusted),1974,1,,0
CD Single,CD,Value (Adjusted),1975,1,,0
CD Single,CD,Value (Adjusted),1976,1,,0
CD Single,CD,Value (Adjusted),1977,1,,0
CD Single,CD,Value (Adjusted),1978,1,,0
CD Single,CD,Value (Adjusted),1979,1,,0
CD Single,CD,Value (Adjusted),1980,1,,0
CD Single,CD,Value (Adjusted),1981,1,,0
CD Single,CD,Value (Adjusted),1982,1,,0
CD Single,CD,Value (Adjusted),1983,1,,0
CD Single,CD,Value (Adjusted),1984,1,,0
CD Single,CD,Value (Adjusted),1985,1,,0
CD Single,CD,Value (Adjusted),1986,1,,0
CD Single,CD,Value (Adjusted),1987,1,,0
CD Single,CD,Value (Adjusted),1988,1,21.17868639,0
CD Single,CD,Value (Adjusted),1989,1,-1.443225,0
CD Single,CD,Value (Adjusted),1990,1,11.73635807,0
CD Single,CD,Value (Adjusted),1991,1,65.88517401,0
CD Single,CD,Value (Adjusted),1992,1,82.1819722,0
CD Single,CD,Value (Adjusted),1993,1,81.03176886,0
CD Single,CD,Value (Adjusted),1994,1,96.77704251,0
CD Single,CD,Value (Adjusted),1995,1,186.0391161,0
CD Single,CD,Value (Adjusted),1996,1,299.9773977,0
CD Single,CD,Value (Adjusted),1997,1,434.3779682,0
CD Single,CD,Value (Adjusted),1998,1,334.3930822,0
CD Single,CD,Value (Adjusted),1999,1,341.2852149,0
CD Single,CD,Value (Adjusted),2000,1,211.8597787,0
CD Single,CD,Value (Adjusted),2001,1,114.6197956,0
CD Single,CD,Value (Adjusted),2002,1,27.85368093,0
CD Single,CD,Value (Adjusted),2003,1,50.01984783,0
CD Single,CD,Value (Adjusted),2004,1,20.30097935,0
CD Single,CD,Value (Adjusted),2005,1,14.26861905,0
CD Single,CD,Value (Adjusted),2006,1,9.764677083,0
CD Single,CD,Value (Adjusted),2007,1,15.04590159,0
CD Single,CD,Value (Adjusted),2008,1,4.156001078,0
CD Single,CD,Value (Adjusted),2009,1,3.694172567,0
CD Single,CD,Value (Adjusted),2010,1,3.400068331,0
CD Single,CD,Value (Adjusted),2011,1,3.977965137,0
CD Single,CD,Value (Adjusted),2012,1,3.59119832,0
CD Single,CD,Value (Adjusted),2013,1,2.684056894,0
CD Single,CD,Value (Adjusted),2014,1,3.905023683,0
CD Single,CD,Value (Adjusted),2015,1,1.291079457,0
CD Single,CD,Value (Adjusted),2016,1,0.280361354,0
CD Single,CD,Value (Adjusted),2017,1,1.542258972,0
CD Single,CD,Value (Adjusted),2018,1,0.157981482,0
CD Single,CD,Value (Adjusted),2019,1,0.181678878,0
Cassette,Cassette,Value (Adjusted),1973,1,437.6110811,0
Cassette,Cassette,Value (Adjusted),1974,1,452.1965598,0
Cassette,Cassette,Value (Adjusted),1975,1,469.4964981,0
Cassette,Cassette,Value (Adjusted),1976,1,654.6436714,0
Cassette,Cassette,Value (Adjusted),1977,1,1053.003089,0
Cassette,Cassette,Value (Adjusted),1978,1,1763.71961,0
Cassette,Cassette,Value (Adjusted),1979,1,2044.551711,0
Cassette,Cassette,Value (Adjusted),1980,1,2187.356614,0
Cassette,Cassette,Value (Adjusted),1981,1,2989.133769,0
Cassette,Cassette,Value (Adjusted),1982,1,3667.949394,0
Cassette,Cassette,Value (Adjusted),1983,1,4648.285756,0
Cassette,Cassette,Value (Adjusted),1984,1,5865.839483,0
Cassette,Cassette,Value (Adjusted),1985,1,5729.710553,0
Cassette,Cassette,Value (Adjusted),1986,1,5830.425835,0
Cassette,Cassette,Value (Adjusted),1987,1,6660.810061,0
Cassette,Cassette,Value (Adjusted),1988,1,7315.507276,0
Cassette,Cassette,Value (Adjusted),1989,1,6898.20315,0
Cassette,Cassette,Value (Adjusted),1990,1,6792.221628,0
Cassette,Cassette,Value (Adjusted),1991,1,5668.002035,0
Cassette,Cassette,Value (Adjusted),1992,1,5678.573835,0
Cassette,Cassette,Value (Adjusted),1993,1,5158.786717,0
Cassette,Cassette,Value (Adjusted),1994,1,5134.531004,0
Cassette,Cassette,Value (Adjusted),1995,1,3864.379693,0
Cassette,Cassette,Value (Adjusted),1996,1,3104.546094,0
Cassette,Cassette,Value (Adjusted),1997,1,2425.476099,0
Cassette,Cassette,Value (Adjusted),1998,1,2227.039106,0
Cassette,Cassette,Value (Adjusted),1999,1,1629.084461,0
Cassette,Cassette,Value (Adjusted),2000,1,929.3918815,0
Cassette,Cassette,Value (Adjusted),2001,1,524.5948831,0
Cassette,Cassette,Value (Adjusted),2002,1,298.1480745,0
Cassette,Cassette,Value (Adjusted),2003,1,150.1984875,0
Cassette,Cassette,Value (Adjusted),2004,1,32.07554738,0
Cassette,Cassette,Value (Adjusted),2005,1,17.14852381,0
Cassette,Cassette,Value (Adjusted),2006,1,4.69211756,0
Cassette,Cassette,Value (Adjusted),2007,1,3.699811867,0
Cassette,Cassette,Value (Adjusted),2008,1,1.068685991,0
Cassette,Cassette,Value (Adjusted),2009,1,,0
Cassette,Cassette,Value (Adjusted),2010,1,,0
Cassette,Cassette,Value (Adjusted),2011,1,,0
Cassette,Cassette,Value (Adjusted),2012,1,,0
Cassette,Cassette,Value (Adjusted),2013,1,,0
Cassette,Cassette,Value (Adjusted),2014,1,,0
Cassette,Cassette,Value (Adjusted),2015,1,,0
Cassette,Cassette,Value (Adjusted),2016,1,,0
Cassette,Cassette,Value (Adjusted),2017,1,,0
Cassette,Cassette,Value (Adjusted),2018,1,,0
Cassette,Cassette,Value (Adjusted),2019,1,,0
Cassette Single,Cassette,Value (Adjusted),1973,1,,0
Cassette Single,Cassette,Value (Adjusted),1974,1,,0
Cassette Single,Cassette,Value (Adjusted),1975,1,,0
Cassette Single,Cassette,Value (Adjusted),1976,1,,0
Cassette Single,Cassette,Value (Adjusted),1977,1,,0
Cassette Single,Cassette,Value (Adjusted),1978,1,,0
Cassette Single,Cassette,Value (Adjusted),1979,1,,0
Cassette Single,Cassette,Value (Adjusted),1980,1,,0
Cassette Single,Cassette,Value (Adjusted),1981,1,,0
Cassette Single,Cassette,Value (Adjusted),1982,1,,0
Cassette Single,Cassette,Value (Adjusted),1983,1,,0
Cassette Single,Cassette,Value (Adjusted),1984,1,,0
Cassette Single,Cassette,Value (Adjusted),1985,1,,0
Cassette Single,Cassette,Value (Adjusted),1986,1,,0
Cassette Single,Cassette,Value (Adjusted),1987,1,32.18217518,0
Cassette Single,Cassette,Value (Adjusted),1988,1,123.8304827,0
Cassette Single,Cassette,Value (Adjusted),1989,1,401.21655,0
Cassette Single,Cassette,Value (Adjusted),1990,1,504.4677911,0
Cassette Single,Cassette,Value (Adjusted),1991,1,432.4770396,0
Cassette Single,Cassette,Value (Adjusted),1992,1,544.4783436,0
Cassette Single,Cassette,Value (Adjusted),1993,1,528.1218997,0
Cassette Single,Cassette,Value (Adjusted),1994,1,474.2247591,0
Cassette Single,Cassette,Value (Adjusted),1995,1,396.4025532,0
Cassette Single,Cassette,Value (Adjusted),1996,1,308.4504149,0
Cassette Single,Cassette,Value (Adjusted),1997,1,212.6492804,0
Cassette Single,Cassette,Value (Adjusted),1998,1,148.0614773,0
Cassette Single,Cassette,Value (Adjusted),1999,1,73.65867947,0
Cassette Single,Cassette,Value (Adjusted),2000,1,6.829397213,0
Cassette Single,Cassette,Value (Adjusted),2001,1,-7.650943535,0
Cassette Single,Cassette,Value (Adjusted),2002,1,-2.273769872,0
Cassette Single,Cassette,Value (Adjusted),2003,1,,0
Cassette Single,Cassette,Value (Adjusted),2004,1,,0
Cassette Single,Cassette,Value (Adjusted),2005,1,,0
Cassette Single,Cassette,Value (Adjusted),2006,1,,0
Cassette Single,Cassette,Value (Adjusted),2007,1,,0
Cassette Single,Cassette,Value (Adjusted),2008,1,,0
Cassette Single,Cassette,Value (Adjusted),2009,1,,0
Cassette Single,Cassette,Value (Adjusted),2010,1,,0
Cassette Single,Cassette,Value (Adjusted),2011,1,,0
Cassette Single,Cassette,Value (Adjusted),2012,1,,0
Cassette Single,Cassette,Value (Adjusted),2013,1,,0
Cassette Single,Cassette,Value (Adjusted),2014,1,,0
Cassette Single,Cassette,Value (Adjusted),2015,1,,0
Cassette Single,Cassette,Value (Adjusted),2016,1,,0
Cassette Single,Cassette,Value (Adjusted),2017,1,,0
Cassette Single,Cassette,Value (Adjusted),2018,1,,0
Cassette Single,Cassette,Value (Adjusted),2019,1,,0
DVD Audio,DVD,Value (Adjusted),1973,1,,0
DVD Audio,DVD,Value (Adjusted),1974,1,,0
DVD Audio,DVD,Value (Adjusted),1975,1,,0
DVD Audio,DVD,Value (Adjusted),1976,1,,0
DVD Audio,DVD,Value (Adjusted),1977,1,,0
DVD Audio,DVD,Value (Adjusted),1978,1,,0
DVD Audio,DVD,Value (Adjusted),1979,1,,0
DVD Audio,DVD,Value (Adjusted),1980,1,,0
DVD Audio,DVD,Value (Adjusted),1981,1,,0
DVD Audio,DVD,Value (Adjusted),1982,1,,0
DVD Audio,DVD,Value (Adjusted),1983,1,,0
DVD Audio,DVD,Value (Adjusted),1984,1,,0
DVD Audio,DVD,Value (Adjusted),1985,1,,0
DVD Audio,DVD,Value (Adjusted),1986,1,,0
DVD Audio,DVD,Value (Adjusted),1987,1,,0
DVD Audio,DVD,Value (Adjusted),1988,1,,0
DVD Audio,DVD,Value (Adjusted),1989,1,,0
DVD Audio,DVD,Value (Adjusted),1990,1,,0
DVD Audio,DVD,Value (Adjusted),1991,1,,0
DVD Audio,DVD,Value (Adjusted),1992,1,,0
DVD Audio,DVD,Value (Adjusted),1993,1,,0
DVD Audio,DVD,Value (Adjusted),1994,1,,0
DVD Audio,DVD,Value (Adjusted),1995,1,,0
DVD Audio,DVD,Value (Adjusted),1996,1,,0
DVD Audio,DVD,Value (Adjusted),1997,1,,0
DVD Audio,DVD,Value (Adjusted),1998,1,,0
DVD Audio,DVD,Value (Adjusted),1999,1,,0
DVD Audio,DVD,Value (Adjusted),2000,1,,0
DVD Audio,DVD,Value (Adjusted),2001,1,8.661445511,0
DVD Audio,DVD,Value (Adjusted),2002,1,12.07940245,0
DVD Audio,DVD,Value (Adjusted),2003,1,11.11552174,0
DVD Audio,DVD,Value (Adjusted),2004,1,8.797091053,0
DVD Audio,DVD,Value (Adjusted),2005,1,14.66133333,0
DVD Audio,DVD,Value (Adjusted),2006,1,3.043535714,0
DVD Audio,DVD,Value (Adjusted),2007,1,3.453157742,0
DVD Audio,DVD,Value (Adjusted),2008,1,1.424914655,0
DVD Audio,DVD,Value (Adjusted),2009,1,1.906669712,0
DVD Audio,DVD,Value (Adjusted),2010,1,1.05519362,0
DVD Audio,DVD,Value (Adjusted),2011,1,0.34096844,0
DVD Audio,DVD,Value (Adjusted),2012,1,0.20389289,0
DVD Audio,DVD,Value (Adjusted),2013,1,-0.544116778,0
DVD Audio,DVD,Value (Adjusted),2014,1,2.310456232,0
DVD Audio,DVD,Value (Adjusted),2015,1,5.842187676,0
DVD Audio,DVD,Value (Adjusted),2016,1,3.020431045,0
DVD Audio,DVD,Value (Adjusted),2017,1,2.718901189,0
DVD Audio,DVD,Value (Adjusted),2018,1,3.377493968,0
DVD Audio,DVD,Value (Adjusted),2019,1,1.067303184,0
